ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations,name_zh,description_zh
G0008,Carbanak,[Carbanak](https://attack.mitre.org/groups/G0008) is a cybercriminal group that has used [Carbanak](https://attack.mitre.org/software/S0030) malware to target financial institutions since at least 2013. [Carbanak](https://attack.mitre.org/groups/G0008) may be linked to groups tracked separately as [Cobalt Group](https://attack.mitre.org/groups/G0080) and [FIN7](https://attack.mitre.org/groups/G0046) that have also used [Carbanak](https://attack.mitre.org/software/S0030) malware.(Citation: Kaspersky Carbanak)(Citation: FireEye FIN7 April 2017)(Citation: Europol Cobalt Mar 2018)(Citation: Secureworks GOLD NIAGARA Threat Profile)(Citation: Secureworks GOLD KINGSWOOD Threat Profile),https://attack.mitre.org/groups/G0008,31 May 2017,18 October 2021,2.0,Anastasios Pingios,Anunak,(Citation: Fox-It Anunak Feb 2015),"(Citation: Group-IB Anunak),(Citation: Kaspersky Carbanak),(Citation: Forcepoint Carbanak Google C2),(Citation: Kaspersky Carbanak),(Citation: Group-IB Anunak),",carbanak,[carbanak]（https://attack.mitre.org/groups/g0008）是一个网络犯罪集团，使用[Carbanak]（https://attack.mitre.mitre.org.org/software/s0030）将恶意软件用于目标金融机构。至少2013年。[carbanak]（https://attack.mitre.org/groups/g0008）可以链接到单独跟踪的组为[cobalt group]（https://attack.mitre.mitre.mitre.org/groups/g0080）和[ fin7]（https://attack.mitre.org/groups/g0046）也使用了[carbanak]（https://attack.mitre.mitre.org/software/s0030）恶意软件。 FireEye Fin7 2017年4月）（引文：2018年3月欧洲刑警钴）（引文：SecureWorks Gold Niagara威胁性资料）
G0114,Chimera,[Chimera](https://attack.mitre.org/groups/G0114) is a suspected China-based threat group that has been active since at least 2018 targeting the semiconductor industry in Taiwan as well as data from the airline industry.(Citation: Cycraft Chimera April 2020)(Citation: NCC Group Chimera January 2021),https://attack.mitre.org/groups/G0114,24 August 2020,25 March 2022,2.1,,,,"(Citation: NCC Group Chimera January 2021),(Citation: Cycraft Chimera April 2020),(Citation: NCC Group Chimera January 2021),(Citation: Cycraft Chimera April 2020),",嵌合体,[Chimera]（https://attack.mitre.org/groups/g0114）是一个可疑的基于中国的威胁集团，至少从2018年起就一直活跃于台湾的半导体行业以及航空公司的数据。引用：2020年4月的Cycraft Chimera）（引文：NCC集团嵌合体2021年1月）
G0003,Cleaver,[Cleaver](https://attack.mitre.org/groups/G0003) is a threat group that has been attributed to Iranian actors and is responsible for activity tracked as Operation Cleaver. (Citation: Cylance Cleaver) Strong circumstantial evidence suggests Cleaver is linked to Threat Group 2889 (TG-2889). (Citation: Dell Threat Group 2889),https://attack.mitre.org/groups/G0003,31 May 2017,22 July 2022,1.3,,"TG-2889, Threat Group 2889","(Citation: Dell Threat Group 2889), (Citation: Dell Threat Group 2889)","(Citation: Cylance Cleaver),(Citation: Dell Threat Group 2889),(Citation: Cylance Cleaver),",切肉刀,[Cleaver]（https://attack.mitre.org/groups/g0003）是一个威胁组，已归因于伊朗演员，并负责跟踪的活动作为Cleaver操作。 （引文：cylance砍伐）有力的间接证据表明，切肉刀与威胁组2889（TG-2889）有关。 （引文：戴尔威胁小组2889）
G0080,Cobalt Group,"[Cobalt Group](https://attack.mitre.org/groups/G0080) is a financially motivated threat group that has primarily targeted financial institutions since at least 2016. The group has conducted intrusions to steal money via targeting ATM systems, card processing, payment systems and SWIFT systems. [Cobalt Group](https://attack.mitre.org/groups/G0080) has mainly targeted banks in Eastern Europe, Central Asia, and Southeast Asia. One of the alleged leaders was arrested in Spain in early 2018, but the group still appears to be active. The group has been known to target organizations in order to use their access to then compromise additional victims.(Citation: Talos Cobalt Group July 2018)(Citation: PTSecurity Cobalt Group Aug 2017)(Citation: PTSecurity Cobalt Dec 2016)(Citation: Group IB Cobalt Aug 2017)(Citation: Proofpoint Cobalt June 2017)(Citation: RiskIQ Cobalt Nov 2017)(Citation: RiskIQ Cobalt Jan 2018) Reporting indicates there may be links between [Cobalt Group](https://attack.mitre.org/groups/G0080) and both the malware [Carbanak](https://attack.mitre.org/software/S0030) and the group [Carbanak](https://attack.mitre.org/groups/G0008).(Citation: Europol Cobalt Mar 2018)",https://attack.mitre.org/groups/G0080,17 October 2018,18 October 2021,2.0,,"Cobalt Gang, Cobalt Spider, GOLD KINGSWOOD","(Citation: Talos Cobalt Group July 2018) (Citation: Crowdstrike Global Threat Report Feb 2018)(Citation: Morphisec Cobalt Gang Oct 2018), (Citation: Crowdstrike Global Threat Report Feb 2018), (Citation: Secureworks GOLD KINGSWOOD September 2018)","(Citation: Talos Cobalt Group July 2018),(Citation: RiskIQ Cobalt Nov 2017),(Citation: Crowdstrike Global Threat Report Feb 2018),(Citation: PTSecurity Cobalt Dec 2016),(Citation: Group IB Cobalt Aug 2017),(Citation: RiskIQ Cobalt Jan 2018),(Citation: Proofpoint Cobalt June 2017),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: PTSecurity Cobalt Group Aug 2017),(Citation: TrendMicro Cobalt Group Nov 2017),(Citation: Secureworks GOLD KINGSWOOD September 2018),(Citation: Talos Cobalt Group July 2018),(Citation: RiskIQ Cobalt Nov 2017),(Citation: Crowdstrike Global Threat Report Feb 2018),(Citation: Morphisec Cobalt Gang Oct 2018),(Citation: PTSecurity Cobalt Dec 2016),(Citation: Unit 42 Cobalt Gang Oct 2018),(Citation: Group IB Cobalt Aug 2017),(Citation: RiskIQ Cobalt Jan 2018),(Citation: Proofpoint Cobalt June 2017),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: PTSecurity Cobalt Group Aug 2017),(Citation: TrendMicro Cobalt Group Nov 2017),(Citation: Secureworks GOLD KINGSWOOD September 2018),",钴集团,[Cobalt Group]（https://attack.mitre.org/groups/g0080）是一个具有财务动机的威胁集团，至少从2016年起主要针对金融机构。处理，支付系统和迅速系统。 [Cobalt Group]（https://attack.mitre.org/groups/g0080）主要针对东欧，中亚和东南亚的银行。一名所谓的领导人于2018年初在西班牙被捕，但该组织似乎仍然活跃。众所周知，该小组是针对组织的众所周知，以便使用其访问权限妥协其他受害者（引文：Talos Cobalt Group 2018年7月）（引用：PTSecurity Cobalt Group 2017年8月）（引用：PTSECURITY COBALT 2016年12月）（引文：小组：小组：小组：小组： IB Cobalt 2017年8月）（引文：2017年6月的证明点钴）（引文：风险钴2017年11月）（引用：风险级钴：2018年1月1月）报告表明[cobalt group]（https://attack.mitre.metre.metre.org.metre.org.metre.org.metre.org.metre.org.metre.org.org.metre.org.org.org.org.org.org.org.org.org.org grout cobalt cobalt cobalt cobalt cobalt cobalt cobalt cobalt cobalt cobalt cobalt。 /groups/g0080）和恶意软件[carbanak]（https://attack.mitre.org/software/s0030）和group [carbanak]（https://attack.mitre.mitre.mitre.org/groups/g0008）。引文：2018年3月欧洲刑警钴）
G0142,Confucius,"[Confucius](https://attack.mitre.org/groups/G0142) is a cyber espionage group that has primarily targeted military personnel, high-profile personalities, business persons, and government organizations in South Asia since at least 2013. Security researchers have noted similarities between [Confucius](https://attack.mitre.org/groups/G0142) and [Patchwork](https://attack.mitre.org/groups/G0040), particularly in their respective custom malware code and targets.(Citation: TrendMicro Confucius APT Feb 2018)(Citation: TrendMicro Confucius APT Aug 2021)(Citation: Uptycs Confucius APT Jan 2021)",https://attack.mitre.org/groups/G0142,26 December 2021,30 June 2022,1.0,,Confucius APT,,"(Citation: Check Point Warzone Feb 2020),(Citation: Uptycs Confucius APT Jan 2021),(Citation: TrendMicro Confucius APT Aug 2021),(Citation: Uptycs Confucius APT Jan 2021),(Citation: TrendMicro Confucius APT Feb 2018),",孔子,[https://attack.mitre.org/groups/g0142）是一个网络间谍小组，主要针对军事人员，备受瞩目的人物，商业人士，商业人员和政府组织，至少自2013年以来。研究人员已经注意到[[concucius]（https://attack.mitre.org/groups/g0142）和[patchwork]（https://attack.mitre.org/groups/g0040）之间的相似之处，尤其（引文：Trendmicro concucius apt 2018年2月）（引文：TrendMicro cuncucius apt 2021年8月）（引用：Uptycs cuncucius apt 2021年1月）
G0052,CopyKittens,"[CopyKittens](https://attack.mitre.org/groups/G0052) is an Iranian cyber espionage group that has been operating since at least 2013. It has targeted countries including Israel, Saudi Arabia, Turkey, the U.S., Jordan, and Germany. The group is responsible for the campaign known as Operation Wilted Tulip.(Citation: ClearSky CopyKittens March 2017)(Citation: ClearSky Wilted Tulip July 2017)(Citation: CopyKittens Nov 2015)",https://attack.mitre.org/groups/G0052,16 January 2018,08 August 2022,1.6,,,,"(Citation: ClearSky Wilted Tulip July 2017),(Citation: ClearSky and Trend Micro Operation Wilted Tulip July 2017),(Citation: CopyKittens Nov 2015),(Citation: ClearSky Wilted Tulip July 2017),(Citation: Microsoft POLONIUM June 2022),",模仿者,[CoperKittens]（https://attack.mitre.org/groups/g0052）是一个伊朗网络间谍组织，至少从2013年开始运营。它针对包括以色列，沙特阿拉伯，土耳其，美国，约旦，约旦，约旦，约旦，约旦，约旦和德国。该小组负责该活动被称为Wilted Tulip行动。
G0070,Dark Caracal,[Dark Caracal](https://attack.mitre.org/groups/G0070) is threat group that has been attributed to the Lebanese General Directorate of General Security (GDGS) and has operated since at least 2012. (Citation: Lookout Dark Caracal Jan 2018),https://attack.mitre.org/groups/G0070,17 October 2018,11 October 2021,1.3,,,,"(Citation: CheckPoint Bandook Nov 2020),(Citation: Lookout Dark Caracal Jan 2018),(Citation: Lookout Dark Caracal Jan 2018),",深色甲壳体,[Dark Caracal]（https://attack.mitre.org/groups/g0070）是威胁组，归因于黎巴嫩一般安全局（GDGS）（GDGS），至少从2012年开始运作。 Caracal 2018年1月）
G0079,DarkHydrus,[DarkHydrus](https://attack.mitre.org/groups/G0079) is a threat group that has targeted government agencies and educational institutions in the Middle East since at least 2016. The group heavily leverages open-source tools and custom payloads for carrying out attacks. (Citation: Unit 42 DarkHydrus July 2018) (Citation: Unit 42 Playbook Dec 2017),https://attack.mitre.org/groups/G0079,17 October 2018,12 October 2021,1.3,"Oleg Skulkin, Group-IB",,,"(Citation: Unit42 DarkHydrus Jan 2019),(Citation: Unit 42 DarkHydrus July 2018),(Citation: Unit 42 Playbook Dec 2017),(Citation: Unit 42 Phishery Aug 2018),(Citation: Unit 42 DarkHydrus July 2018),(Citation: Unit 42 Playbook Dec 2017),",darkhydrus,[darkhydrus]（https://attack.mitre.org/groups/g0079）是一个威胁团体，至少从2016年起就针对中东的政府机构和教育机构。进行攻击。 （引文：2018年7月42单元Darkhydrus）（引文：42单元剧本2017年12月）
G0105,DarkVishnya,[DarkVishnya](https://attack.mitre.org/groups/G0105) is a financially motivated threat actor targeting financial institutions in Eastern Europe. In 2017-2018 the group attacked at least 8 banks in this region.(Citation: Securelist DarkVishnya Dec 2018),https://attack.mitre.org/groups/G0105,15 May 2020,12 October 2021,1.1,,,,"(Citation: Securelist DarkVishnya Dec 2018),(Citation: Securelist DarkVishnya Dec 2018),",Darkvishnya,[darkvishnya]（https://attack.mitre.org/groups/g0105）是一位以财务动机的威胁行为者，针对东欧的金融机构。在2017  -  2018年，该小组在该地区袭击了至少8家银行。（引文：Securelist Darkvishnya 2018年12月）
G0012,Darkhotel,[Darkhotel](https://attack.mitre.org/groups/G0012) is a suspected South Korean threat group that has targeted victims primarily in East Asia since at least 2004. The group's name is based on cyber espionage operations conducted via hotel Internet networks against traveling executives and other select guests. [Darkhotel](https://attack.mitre.org/groups/G0012) has also conducted spearphishing campaigns and infected victims through peer-to-peer and file sharing networks.(Citation: Kaspersky Darkhotel)(Citation: Securelist Darkhotel Aug 2015)(Citation: Microsoft Digital Defense FY20 Sept 2020),https://attack.mitre.org/groups/G0012,31 May 2017,19 October 2022,2.1,"Harry, CODEMIZE",DUBNIUM,(Citation: Microsoft Digital Defense FY20 Sept 2020)(Citation: Microsoft DUBNIUM June 2016)(Citation: Microsoft DUBNIUM Flash June 2016)(Citation: Microsoft DUBNIUM July 2016),",(Citation: Lastline DarkHotel Just In Time Decryption Nov 2015),(Citation: Microsoft DUBNIUM June 2016),(Citation: Kaspersky Darkhotel),(Citation: Microsoft DUBNIUM July 2016),(Citation: Securelist Darkhotel Aug 2015),",Darkhotel,[Darkhotel]（https://attack.mitre.org/groups/g0012）是一个疑似的韩国威胁集团，至少从2004年起就主要针对东亚的受害者。互联网网络反对旅行高管和其他精选客人。 [DARKHOTEL]（https://attack.mitre.org/groups/g0012）还通过点对点和文件共享网络进行了矛盾的运动和感染的受害者。（引用：Kaspersky Darkhotel） ）（引文：Microsoft Digital Defense 20020年9月20日）
G0009,Deep Panda,"[Deep Panda](https://attack.mitre.org/groups/G0009) is a suspected Chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (Citation: Alperovitch 2014) The intrusion into healthcare company Anthem has been attributed to [Deep Panda](https://attack.mitre.org/groups/G0009). (Citation: ThreatConnect Anthem) This group is also known as Shell Crew, WebMasters, KungFu Kittens, and PinkPanther. (Citation: RSA Shell Crew) [Deep Panda](https://attack.mitre.org/groups/G0009) also appears to be known as Black Vine based on the attribution of both group names to the Anthem intrusion. (Citation: Symantec Black Vine) Some analysts track [Deep Panda](https://attack.mitre.org/groups/G0009) and [APT19](https://attack.mitre.org/groups/G0073) as the same group, but it is unclear from open source information if the groups are the same. (Citation: ICIT China's Espionage Jul 2016)",https://attack.mitre.org/groups/G0009,31 May 2017,20 July 2022,1.2,"Andrew Smith, @jakx_","Black Vine, KungFu Kittens, PinkPanther, Shell Crew, WebMasters","(Citation: Symantec Black Vine), (Citation: RSA Shell Crew), (Citation: RSA Shell Crew), (Citation: RSA Shell Crew), (Citation: RSA Shell Crew)","(Citation: ThreatConnect Anthem),(Citation: Cylance Shell Crew Feb 2017),(Citation: Symantec Black Vine),(Citation: Alperovitch 2014),(Citation: CrowdStrike Deep Panda Web Shells),(Citation: Symantec Black Vine),(Citation: RSA Shell Crew),(Citation: Alperovitch 2014),",深熊猫,[Deep Panda]（https://attack.mitre.org/groups/g0009）是一个涉嫌针对许多行业的中国威胁集团，包括政府，国防，金融和电信。 （引文：Alperovitch 2014）入侵医疗保健公司国歌归因于[Deep Panda]（https://attack.mitre.mitre.org/groups/g0009）。 （引用：威胁连接国歌）该群体也被称为壳牌船员，网站管理员，功夫小猫和平板。 （引用：RSA壳船员）[Deep Panda]（https://attack.mitre.org/groups/g0009）似乎也被称为黑藤，基于两个组名称对国歌入侵的归因。 （引用：Symantec Black Vine）一些分析师曲目[Deep Panda]（https://attack.mitre.org/groups/g0009）和[apt19]（https://attack.mitre.mitre.mitre.mitre.mitre.mitre.mitre.mitre.org/groups/g0073）同一组，但是从开源信息尚不清楚这些组是否相同。 （引文：ICIT中国的间谍2016年7月）
G0017,DragonOK,"[DragonOK](https://attack.mitre.org/groups/G0017) is a threat group that has targeted Japanese organizations with phishing emails. Due to overlapping TTPs, including similar custom tools, [DragonOK](https://attack.mitre.org/groups/G0017) is thought to have a direct or indirect relationship with the threat group [Moafee](https://attack.mitre.org/groups/G0002). (Citation: Operation Quantum Entanglement) It is known to use a variety of malware, including Sysget/HelloBridge, PlugX, PoisonIvy, FormerFirstRat, NFlog, and NewCT. (Citation: New DragonOK)",https://attack.mitre.org/groups/G0017,31 May 2017,22 March 2019,1.0,,,,"(Citation: New DragonOK),(Citation: Operation Quantum Entanglement),,",龙珠,[gronerok]（https://attack.mitre.org/groups/g0017）是一个威胁组，针对日本组织的网络钓鱼电子邮件。由于TTP重叠，包括类似的自定义工具，[Drargonok]（https://attack.mitre.org/groups/g0017）被认为与威胁组[Moafee]（https：//攻击）有直接或间接的关系.mitre.org/groups/g0002）。 （引用：量子纠缠操作）众所周知，它使用各种恶意软件，包括Sysget/Hellobridge，Plugx，Poisomivy，todisivy，hotfirstrat，newct和newct。 （引文：新龙卷风）
G0035,Dragonfly,"[Dragonfly](https://attack.mitre.org/groups/G0035) is a cyber espionage group that has been attributed to Russia's Federal Security Service (FSB) Center 16.(Citation: DOJ Russia Targeting Critical Infrastructure March 2022)(Citation: UK GOV FSB Factsheet April 2022) Active since at least 2010, [Dragonfly](https://attack.mitre.org/groups/G0035) has targeted defense and aviation companies, government entities, companies related to industrial control systems, and critical infrastructure sectors worldwide through supply chain, spearphishing, and drive-by compromise attacks.(Citation: Symantec Dragonfly)(Citation: Secureworks IRON LIBERTY July 2019)(Citation: Symantec Dragonfly Sept 2017)(Citation: Fortune Dragonfly 2.0 Sept 2017)(Citation: Gigamon Berserk Bear October 2021)(Citation: CISA AA20-296A Berserk Bear December 2020)(Citation: Symantec Dragonfly 2.0 October 2017)",https://attack.mitre.org/groups/G0035,31 May 2017,19 October 2022,3.1,Dragos Threat Intelligence,"Berserk Bear, Crouching Yeti, DYMALLOY, Energetic Bear, IRON LIBERTY, TEMP.Isotope, TG-4192","(Citation: Gigamon Berserk Bear October 2021)(Citation: DOJ Russia Targeting Critical Infrastructure March 2022)(Citation: UK GOV FSB Factsheet April 2022), (Citation: Secureworks IRON LIBERTY July 2019)(Citation: Gigamon Berserk Bear October 2021)(Citation: DOJ Russia Targeting Critical Infrastructure March 2022)(Citation: UK GOV FSB Factsheet April 2022), (Citation: Dragos DYMALLOY )(Citation: UK GOV FSB Factsheet April 2022), (Citation: Symantec Dragonfly)(Citation: Secureworks IRON LIBERTY July 2019)(Citation: Secureworks MCMD July 2019)(Citation: Secureworks Karagany July 2019)(Citation: Gigamon Berserk Bear October 2021)(Citation: DOJ Russia Targeting Critical Infrastructure March 2022)(Citation: UK GOV FSB Factsheet April 2022), (Citation: Secureworks IRON LIBERTY July 2019)(Citation: Secureworks MCMD July 2019)(Citation: Secureworks Karagany July 2019)(Citation: UK GOV FSB Factsheet April 2022), (Citation: Mandiant Ukraine Cyber Threats January 2022)(Citation: Gigamon Berserk Bear October 2021), (Citation: Secureworks IRON LIBERTY July 2019)(Citation: UK GOV FSB Factsheet April 2022)","(Citation: Secureworks MCMD July 2019),(Citation: Symantec Dragonfly Sept 2017),(Citation: US-CERT TA18-074A),(Citation: Secureworks IRON LIBERTY July 2019),(Citation: Core Security Impacket),(Citation: Secureworks Karagany July 2019),(Citation: Symantec Dragonfly),(Citation: Gigamon Berserk Bear October 2021),(Citation: Symantec Dragonfly Sept 2017),(Citation: US-CERT TA18-074A),(Citation: CISA AA20-296A Berserk Bear December 2020),(Citation: Secureworks IRON LIBERTY July 2019),(Citation: Core Security Impacket),(Citation: Gigamon Berserk Bear October 2021),(Citation: Kali Hydra),",蜻蜓,[Dragonfly]（https://attack.mitre.org/groups/g0035）是一个网络间谍组，归因于俄罗斯联邦安全服务（FSB）中心16.（引用：DOJ俄罗斯针对关键基础设施的目标：2022年3月3月（2022年）（）（引用：英国政府FSB FACTSHEET 2022年4月）至少从2010年起活跃，[蜻蜓]（https://attack.mitre.org/groups/g0035）针对国防和航空公司，政府实体，与工业控制系统有关的公司，与工业控制系统有关的公司，和关键基础设施部门通过供应链，矛盾和开车妥协的攻击。 （引用：2021年10月10日的Gigamon狂暴熊）（引文：CISA AA20-296A狂暴熊2020年12月）（引用：Symantec Dragonfly 2.0 2017年10月2日）
G1011,EXOTIC LILY,"[EXOTIC LILY](https://attack.mitre.org/groups/G1011) is a financially motivated group that has been closely linked with [Wizard Spider](https://attack.mitre.org/groups/G0102) and the deployment of ransomware including [Conti](https://attack.mitre.org/software/S0575) and [Diavol](https://attack.mitre.org/software/S0659). [EXOTIC LILY](https://attack.mitre.org/groups/G1011) may be acting as an initial access broker for other malicious actors, and has targeted a wide range of industries including IT, cybersecurity, and healthcare since at least September 2021.(Citation: Google EXOTIC LILY March 2022)",https://attack.mitre.org/groups/G1011,18 August 2022,13 October 2022,1.0,"Phil Taylor, BT Security",,,"(Citation: Google EXOTIC LILY March 2022),(Citation: Proofpoint Bumblebee April 2022),(Citation: Google EXOTIC LILY March 2022),",异国百合,[EXOTIC LILY](https://attack.mitre.org/groups/G1011) is a financially motivated group that has been closely linked with [Wizard Spider](https://attack.mitre.org/groups/G0102) and勒索软件的部署，包括[conti]（https://attack.mitre.org/software/s0575）和[diavol]（https://attack.mitre.org.org/software/s0659）。 [异国百合]（https://attack.mitre.org/groups/g1011）可能是其他恶意演员的初始访问经纪人，并且至少针对包括IT，网络安全和医疗保健在内的广泛行业2021年9月。（引文：Google异国百合2022年3月）
G1006,Earth Lusca,"[Earth Lusca](https://attack.mitre.org/groups/G1006) is a suspected China-based cyber espionage group that has been active since at least April 2019. [Earth Lusca](https://attack.mitre.org/groups/G1006) has targeted organizations in Australia, China, Hong Kong, Mongolia, Nepal, the Philippines, Taiwan, Thailand, Vietnam, the United Arab Emirates, Nigeria, Germany, France, and the United States. Targets included government institutions, news media outlets, gambling companies, educational institutions, COVID-19 research organizations, telecommunications companies, religious movements banned in China, and cryptocurrency trading platforms; security researchers assess some [Earth Lusca](https://attack.mitre.org/groups/G1006) operations may be financially motivated.(Citation: TrendMicro EarthLusca 2022)

[Earth Lusca](https://attack.mitre.org/groups/G1006) has used malware commonly used by other Chinese threat groups, including [APT41](https://attack.mitre.org/groups/G0096) and the [Winnti Group](https://attack.mitre.org/groups/G0044) cluster, however security researchers assess [Earth Lusca](https://attack.mitre.org/groups/G1006)'s techniques and infrastructure are separate.(Citation: TrendMicro EarthLusca 2022)",https://attack.mitre.org/groups/G1006,01 July 2022,17 October 2022,1.0,,TAG-22,(Citation: Recorded Future TAG-22 July 2021),"(Citation: TrendMicro EarthLusca 2022),(Citation: TrendMicro EarthLusca 2022),",地球卢斯卡,"[Earth Lusca]（https://attack.mitre.org/groups/g1006）是一个可疑的基于中国的网络间谍组，至少从2019年4月开始就一直活跃。 。目标包括政府机构，新闻媒体，赌博公司，教育机构，COVID-19研究组织，电信公司，在中国禁止的宗教运动以及加密货币交易平台；安全研究人员评估了一些[Earth Lusca]（https://attack.mitre.org/groups/g1006）运营可能是出于财务动机。

[Earth Lusca](https://attack.mitre.org/groups/G1006) has used malware commonly used by other Chinese threat groups, including [APT41](https://attack.mitre.org/groups/G0096) and [winnti Group]（https://attack.mitre.org/groups/g0044）群集，但是安全研究人员评估[Earth Lusca]（https://attack.mitre.mitre.org.org/groups/g1006）是分开的。"
G0066,Elderwood,"[Elderwood](https://attack.mitre.org/groups/G0066) is a suspected Chinese cyber espionage group that was reportedly responsible for the 2009 Google intrusion known as Operation Aurora. (Citation: Security Affairs Elderwood Sept 2012) The group has targeted defense organizations, supply chain manufacturers, human rights and nongovernmental organizations (NGOs), and IT service providers. (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012)",https://attack.mitre.org/groups/G0066,18 April 2018,02 March 2021,1.2,"Valerii Marchuk, Cybersecurity Help s.r.o.","Beijing Group, Elderwood Gang, Sneaky Panda","(Citation: CSM Elderwood Sept 2012), (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012), (Citation: CSM Elderwood Sept 2012)","(Citation: Symantec Elderwood Sept 2012),(Citation: Symantec Ristol May 2012),(Citation: CSM Elderwood Sept 2012),(Citation: Symantec Elderwood Sept 2012),(Citation: Security Affairs Elderwood Sept 2012),",老板,[Elderwood]（https://attack.mitre.org/groups/g0066）是一个可疑的中国网络间谍组织，据报道是负责2009年Google Intrusion Aurora行动的造成的。 （引用：安全事务，2012年9月Elderwood）该集团针对国防组织，供应链制造商，人权和非政府组织（NGOS）和IT服务提供商。 （引文：赛门铁克Elderwood 2012年9月）（引文：CSM Elderwood 2012年9月）
G1003,Ember Bear,"[Ember Bear](https://attack.mitre.org/groups/G1003) is a suspected Russian state-sponsored cyber espionage group that has been active since at least March 2021. [Ember Bear](https://attack.mitre.org/groups/G1003) has primarily focused their operations against Ukraine and Georgia, but has also targeted Western European and North American foreign ministries, pharmaceutical companies, and financial sector organizations. Security researchers assess [Ember Bear](https://attack.mitre.org/groups/G1003) likely conducted the [WhisperGate](https://attack.mitre.org/software/S0689) destructive wiper attacks against Ukraine in early 2022.(Citation: CrowdStrike Ember Bear Profile March 2022)(Citation: Mandiant UNC2589 March 2022)(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ) ",https://attack.mitre.org/groups/G1003,09 June 2022,14 October 2022,1.0,"Hannah Simes, BT Security","Bleeding Bear, Lorec Bear, Lorec53, Saint Bear, UAC-0056, UNC2589","(Citation: CrowdStrike Ember Bear Profile March 2022), (Citation: CrowdStrike Ember Bear Profile March 2022), (Citation: CrowdStrike Ember Bear Profile March 2022), (Citation: CrowdStrike Ember Bear Profile March 2022), (Citation: CrowdStrike Ember Bear Profile March 2022), (Citation: Mandiant UNC2589 March 2022)","(Citation: CrowdStrike Ember Bear Profile March 2022),(Citation: Mandiant UNC2589 March 2022),(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),",余熊,[ember bear]（https://attack.mitre.org/groups/g1003）是一个怀疑的俄罗斯国家支持的网络间谍组，至少从2021年3月开始就一直活跃。[Ember Bear]（https：//攻击。 mitre.org/groups/g1003）主要集中于乌克兰和佐治亚州的业务，但也针对西欧和北美外国工厂，制药公司和金融部门组织。安全研究人员评估[ember bear]（https://attack.mitre.org/groups/g1003）可能进行了[https://attps：//attack.mitre.mitre.mitre.org/software/s0689）破坏性湿巾袭击乌克兰的袭击2022年。（引文：Crowdstrike Ember Bear的个人资料2022年3月）（引文：Mandiant UNC2589 2022年3月）（引用：Palo Alto Unit 42 Outsteel Saintbot 2022年2月）
G0020,Equation,[Equation](https://attack.mitre.org/groups/G0020) is a sophisticated threat group that employs multiple remote access tools. The group is known to use zero-day exploits and has developed the capability to overwrite the firmware of hard disk drives. (Citation: Kaspersky Equation QA),https://attack.mitre.org/groups/G0020,31 May 2017,29 June 2020,1.2,,,,",(Citation: Kaspersky Gauss Whitepaper),(Citation: Kaspersky Equation QA),",方程,[等式]（https://attack.mitre.org/groups/g0020）是一个具有多个远程访问工具的复杂威胁组。众所周知，该小组使用零日漏洞利用，并开发了覆盖硬盘驱动器固件的能力。 （引用：卡巴斯基方程质量质量质量检查）
G0120,Evilnum,[Evilnum](https://attack.mitre.org/groups/G0120) is a financially motivated threat group that has been active since at least 2018.(Citation: ESET EvilNum July 2020),https://attack.mitre.org/groups/G0120,22 January 2021,27 April 2021,1.0,,,,"(Citation: ESET EvilNum July 2020),(Citation: Prevailion EvilNum May 2020),(Citation: ESET EvilNum July 2020),",邪恶,[Evilnum]（https://attack.mitre.org/groups/g0120）是一个以财务动机的威胁群体，至少从2018年开始就一直活跃。（引用：Eset Evilnum 2020年7月）
G0051,FIN10,[FIN10](https://attack.mitre.org/groups/G0051) is a financially motivated threat group that has targeted organizations in North America since at least 2013 through 2016. The group uses stolen data exfiltrated from victims to extort organizations. (Citation: FireEye FIN10 June 2017),https://attack.mitre.org/groups/G0051,14 December 2017,26 May 2021,1.3,,,,"(Citation: FireEye FIN10 June 2017),(Citation: Github PowerShell Empire),(Citation: FireEye FIN10 June 2017),",Fin10,[FIN10]（https://attack.mitre.org/groups/g0051）是一个以财务动机的威胁群体，至少从2013年到2016年以来一直针对北美的组织。该集团使用受害者的被盗数据驱逐出受害者的数据来勒索组织。 （引文：FireEye Fin10 2017年6月）
